Name,Address,Rating,Types,Place ID,Latitude,Longitude,Search Grid
Dentadura Multispeciality dental centre,"above TITAN EYE+, 9-4-86/226, 1st Floor, Nahid plaza, above TITAN EYE+, Salarjung Colony, Toli Chowki, Hyderabad",4.9,dentist; health; point_of_interest; establishment,ChIJqXDn7OaWyzsRcyom529KdM0,17.3966245,78.4219392,Grid 269
SAP MEDICALS PVT. LTD.,"9-4-86/194, Salarjung Colony, Toli Chowki, Hyderabad",4.1,health; store; point_of_interest; establishment,ChIJE5vmLOSWyzsRtpuML7IghNU,17.394127,78.4224569,Grid 269
Asian Paints Painting Solutions,"behind MQ Pride, 9-4-86/275/B Salarjung colony Abdullah villa Kakatiya nagar, behind MQ Pride, apartment, Hyderabad",4.2,home_goods_store; general_contractor; store; point_of_interest; establishment,ChIJS1VVBeKWyzsRZy3F5mx2ntc,17.3949787,78.4212224,Grid 269
Kinda Plaza,"9-4-86/263, 264, Salarjung Colony, Toli Chowki, Hyderabad",3.9,point_of_interest; establishment,ChIJP6ExkeaWyzsRrj3vsMl2QIk,17.3953855,78.4211231,Grid 269
Wahda Cupping Therapy Centre,"Salarjung Colony Lane, Kakatiya Nagar, Toli Chowki, Hyderabad",4.7,health; point_of_interest; establishment,ChIJYV2GDuSWyzsR2k0NfJd5Prk,17.3950171,78.4238566,Grid 269
Cuticare Centre,"9-4-86/224/1/A, 1st Floor, S.H PLAZA, A.B.C, Salar Jung Colony, Toli Chowki, Hyderabad",4.2,beauty_salon; hair_care; health; point_of_interest; establishment,ChIJl3Si8uaWyzsRC_tUrrJ4Jcc,17.3966211,78.4221528,Grid 269
Nice Juice Centre,"H.No. 9, 4-86/4/3, Yousuf Tekri, Toli Chowki, Hyderabad",4.2,meal_delivery; restaurant; store; food; point_of_interest; establishment,ChIJ3Xz-6eaWyzsR9T3Bmzwwnd4,17.3969894,78.422684,Grid 269
Corporate Kreations Gift and Awards,"Plot No.43, 9-4-77/2/10, Tolichowki Road, Yousuf Tekri, Toli Chowki, Hyderabad",5,store; point_of_interest; establishment,ChIJYUefweaWyzsRqNl5rMgC0P4,17.3970498,78.422677,Grid 269
Contour Steel Engineering India Pvt Ltd,"# 9-4-77/A/249, 3Rd Floor, Bandan Function Hall, Alsnath Colony, Toli Chowki, Hyderabad",4.7,general_contractor; point_of_interest; establishment,ChIJAzz5UuaWyzsRYth8c7Zcw2k,17.3978178,78.4208205,Grid 269
A-info Services,"A-Info Services ,8-1-21/4 Colony,, Surya Nagar, Toli Chowki, Hyderabad",4.5,electronics_store; store; point_of_interest; establishment,ChIJx_Mke2SZyzsRDEuq_ixWj1o,17.399854,78.414037,Grid 269
civilco consultancy services hyderabad,"8-1-364/70/A, Deluxe colony, Tolichowki, Hyderabad-500 008, Deluxe Colony, Toli Chowki, Hyderabad",5,point_of_interest; establishment,ChIJn7NJZMKWyzsR3leZEFj52qY,17.4008728,78.4145532,Grid 269
EPMG - Engineering & Project Management Company,"146, II Floor, Mirza Arcade, 8-1-21, Toli Chowki, Hyderabad",4.8,general_contractor; finance; point_of_interest; establishment,ChIJ_VHY2-mWyzsRsTregLy7Jmk,17.4000437,78.4134829,Grid 269
"Unimoni Financial Services Ltd, Tolichowki, Hyderabad","1st Floor, Sartaj Heights Building, 8-1-364/A/1/4, above Canara Bank, Aravind Nagar Colony, Toli Chowki, Hyderabad",4.9,insurance_agency; finance; travel_agency; point_of_interest; establishment,ChIJ987DUeaWyzsRP9j9y5p211k,17.4011413,78.4134073,Grid 269
Architecture Designer Building Drafting & Designing | Autocad Construction Drawings,"Gate No.1, 8-1-398/66, Janaki Nagar Colony, Toli Chowki, Hyderabad",4.9,general_contractor; lodging; point_of_interest; establishment,ChIJlbVSgMKWyzsRB2dpwMM8BCo,17.3997423,78.415254,Grid 269
T INFO SOLUTIONS,"Plot no 169, Flat no 203, 2nd floor, SK Enclave, 8-1-21/169, Surya Nagar, Toli Chowki, Hyderabad",5,accounting; electronics_store; finance; store; point_of_interest; establishment,ChIJ_eclSuaWyzsREyo4VhzxIuw,17.3997359,78.4141383,Grid 269
EAZMED HEALTHCARE PVT Ltd.,"Arfath arcade, 1ST Floor, Adjsent to M.F Garden Function Hall, Tolichowki, Hyderabad",,point_of_interest; establishment,ChIJ6eiftemWyzsRZBN23MweumI,17.3989887,78.4152615,Grid 269
Universal Fire Systems,"CC27+CMQ, Daulat Gulshan Colony, Janaki Nagar Colony, Toli Chowki, Hyderabad",5,point_of_interest; establishment,ChIJXdpMDsKWyzsRW0_4orWb07U,17.4010625,78.4141875,Grid 269
STANCHION SOLUTIONS,"#8/199/2, Highmark Chambers 4th Floor Raidurg Police Station Signals, Khajaguda, Gachibowli, Hyderabad",,point_of_interest; establishment,ChIJgRrM1O2WyzsR7y-66_8wKQc,17.3916498,78.4124191,Grid 269
UFIPA SERVICES LTD,Manikonda,,health; point_of_interest; establishment,ChIJgRrM1O2WyzsRZbF4Gksc8dU,17.3916498,78.4124191,Grid 269
Anurag Human Services,"No.9-4-136/B, Bentoubavdi, Anurag Colony, Toli Chowki, Hyderabad",4.6,health; point_of_interest; establishment,ChIJUTRo4pSWyzsRUIF0ukp8hcA,17.396976,78.405073,Grid 269
OSPS Telecom Services Private Limited,"Shop No. 8-1-221/J/1, 7 Tombs Road, Aditya Nagar Colony, Toli Chowki, Hyderabad",4.3,point_of_interest; establishment,ChIJO0ckZuqWyzsRXC0cr3plS_0,17.3990782,78.4104993,Grid 269
Spearhead Insurance Broking Pvt.Ltd,"5th Floor, Saara Pride, near Azaan International School, 405, 7 Tombs Road, Shaikpet, Hyderabad",4.4,insurance_agency; point_of_interest; establishment,ChIJT1h68e6TyzsRq_DpaegpKbE,17.3987295,78.4060206,Grid 269
Sadiya tuition centre,"911182, Community Hall, Banjara Darwaja, Golconda Fort, Hyderabad",4.8,point_of_interest; establishment,ChIJV1VVpZOWyzsRnnQsfB5N95o,17.3917974,78.4033784,Grid 269
Standard Service Center,"#-4-88/1,, 9, Tolichowki Road, Owaisi colony, Hyderabad",4.3,car_repair; point_of_interest; establishment,ChIJY8q7i-iWyzsRsqlgS0u__QM,17.3973573,78.4172797,Grid 269
JURIS LEGAL SERVICES,"9-4-18/6/A/1, Tolichowki X-Road, MD Lines Road, BalReddy Nagar, Hyderabad",4.8,lawyer; point_of_interest; establishment,ChIJEVhLWeiWyzsRcM94UcEaBxE,17.3982291,78.4167977,Grid 269
MSDR Technologies,"8-1-402, 207, 7 Tombs Road, Toli Chowki, Hyderabad",,point_of_interest; establishment,ChIJQaoAAKeiyzsRhkzOe0JU4tI,17.3985419,78.4145908,Grid 269
Bright Star Interior India Pvt. Ltd.,"9-4-87/47/61/4 Beside Andhra Bank Toli Chowki, Toli Chowki, Hyderabad",5,general_contractor; point_of_interest; establishment,ChIJ-186eeiWyzsRHYQ65u7fK-Q,17.398247,78.41769,Grid 269
MRK Technologies,"Near Kids Clinic, Plot No. 190, Toli Chowki, Hyderabad",5,point_of_interest; establishment,ChIJH0ceu-iWyzsRCeWNJuNHXyc,17.3974263,78.4188763,Grid 269
Essar - P.S Rathore & company,"Toli Chowki, Hyderabad",4.1,gas_station; point_of_interest; establishment,ChIJyUDcTvuWyzsRxi_cSRPnefs,17.3886349,78.4230226,Grid 269
S.S.Diagnostic Centre,"9-4-80/A, Langar House Road, Indira Nagar, Toli Chowki, Hyderabad",4.6,health; point_of_interest; establishment,ChIJ31UkTfuWyzsRY0UqA8J5tbo,17.3894953,78.4230117,Grid 269
Prince Digital Photo Studio,"near Golcoda, Fort Road, Hyderabad",4.9,electronics_store; home_goods_store; store; point_of_interest; establishment,ChIJ5Q0rVIyWyzsRcJrFYvqYei4,17.3849819,78.403867,Grid 269
Mehboob plaza,"500008, Ibrahim Bagh, Hyderabad",4.5,point_of_interest; establishment,ChIJi_9i7PKWyzsRZrQ26nE_9kA,17.3870278,78.4087956,Grid 269
HyIT Knowledge Systems Pvt. Ltd,"9-4-77 / N6, Nizam Colony, Toli Chowki, Hyderabad",3,point_of_interest; establishment,ChIJ-dMRk-eWyzsR8TAmXE9fBFw,17.3998669,78.4199687,Grid 269
Ultratech Building Solution,"9CX9+FC2, Tolichowki Road, MCH Colony, Salarjung Colony, Miraj Colony, Toli Chowki, Hyderabad",5,cemetery; store; point_of_interest; establishment,ChIJj30r2OeWyzsRBlh1a_dNytc,17.3986439,78.418502,Grid 269
Edge Electrics Pvt Ltd,"Nizam Colony Road, Al Hasnath Colony, Toli Chowki, Hyderabad",4.1,point_of_interest; establishment,ChIJwe-Qv-eWyzsRVEo0UZG9j9g,17.3992542,78.4198222,Grid 269
multiserve architects engineers interior designers pvt. ltd.,"5th Floor, Stellar Frontier, Main Road, Toli Chowki, Hyderabad",5,general_contractor; point_of_interest; establishment,ChIJxc7GlsOWyzsR7aC3_CNLDyE,17.4042974,78.4078693,Grid 269
3S IT SOLUTIONS,"beside HP petrol pump, St no 5 , 3rd left, Aziz Bagh Colony, Toli Chowki, beside HP petrol pump, new flyover, Shaikpet, Hyderabad",4.3,store; point_of_interest; establishment,ChIJAQAAtEGZyzsRM6wN5NiCIxY,17.4032865,78.4063112,Grid 269
A&K BUSINESS CONSULTING LLP,"9, Street Number 9, Aravind Nagar Colony, Street Number 9, Aditya Nagar Colony, Aravind Nagar Colony, Toli Chowki, Hyderabad",5,point_of_interest; establishment,ChIJP81JM8CWyzsRCrNlFfPqB3E,17.4012531,78.4097836,Grid 269
VASEE & COMPANY (A Corporate Law Firm),"2nd floor, above Kushal Imported Artificial Plants & Flowers, opp. ICICI Bank, 8-1-351/A/15, Aravind Nagar Colony, Toli Chowki, Hyderabad",4.4,point_of_interest; establishment,ChIJwybLVMCWyzsRhXxaTpj08U8,17.4030428,78.4096523,Grid 269
Mnwar Industries Pvt Ltd,"9CQ8+98Q, Mohammadia Lane, Durga Nagar, Toli Chowki, Hyderabad",,point_of_interest; establishment,ChIJGQ-dLvCWyzsRT_Qu2o5prPg,17.3884694,78.4158665,Grid 269
Urban Primary Health Centre,"8FGV+XX5, Baba Complex, Hafiz Halim Road, Chaman Ganj,, Kanpur",5,hospital; health; point_of_interest; establishment,ChIJFfZtBFejyzsRyk4y18wqRVQ,17.327389,78.4949806,Grid 170
"Urban Health Care Center,Maisaram","8FGV+XX2, Hafiz Baba Nagar South, Hafiz Baba Nagar, Hyderabad",3.5,hospital; health; point_of_interest; establishment,ChIJv49msqOiyzsRWtZdulWVInk,17.3273831,78.494886,Grid 170
A.I Online Services and Stationery - CSC CENTER {e-Gov},"18-12-418/0, 2/B, Omer Colony, Hafiz Baba Nagar, Hyderabad",4.6,store; point_of_interest; establishment,ChIJX-IMdJ6jyzsR5gd3l6rbnlo,17.322256,78.4904594,Grid 170
PRINCE RESIDENCE,"18-12-418, Hasham Lane, Hafiz Baba Nagar South, Hafiz Baba Nagar, Hyderabad",,point_of_interest; establishment,ChIJD1LbYn2jyzsRBwMNaOJ8ZYE,17.3222164,78.4908376,Grid 170
Abdulla Building,"8FFR+28J, Omer Colony, Hafiz Baba Nagar South, Hafiz Baba Nagar, Hyderabad",,point_of_interest; establishment,ChIJW5ZRD6qjyzsRnPz3abSg5jI,17.3226044,78.4907401,Grid 170
B R ANJANEYULU MUDIRAJ OFFICE,"18-3-463/20/3, Hyderabad",,point_of_interest; establishment,ChIJ9z0m8VOjyzsRShp-RYQYzVE,17.322704,78.490233,Grid 170
Sana beauty parlour and tranning center,"karaguntla,3/35, Sana beauty parlour, near Zaiqa Hotel Road, Hyderabad",5,beauty_salon; point_of_interest; establishment,ChIJC7jPfI29yzsRCmQ9JBW4D0Y,17.3227018,78.4901907,Grid 170
R.TIFFIN CENTRE,India,,point_of_interest; establishment,ChIJ_eO6OL2iyzsRM1DZGyz1xNU,17.3227449,78.4964529,Grid 170
Raj Kumar Tiffin Centre,"Plot No. 9, Hafiz Baba Nagar, Hyderabad",5,meal_takeaway; restaurant; food; point_of_interest; establishment,ChIJM5PPOL2iyzsRo3TLWwyh2uw,17.3227266,78.4963767,Grid 170
Al-Habiba Tiffin Centre,India,,restaurant; food; point_of_interest; establishment,ChIJ04eJRr2iyzsR2j4xA-Xgnyk,17.3228823,78.4967934,Grid 170
Wet Style (I) PVT LIMITED,"8FHH+44W, Saba Colony, Gazia-E-Millat Colony, Chandrayangutta, Hyderabad",4,home_goods_store; store; point_of_interest; establishment,ChIJm1vwiKyiyzsRqDnfxLmcDDI,17.3278576,78.477837,Grid 170
A1 Servicing Center,India,,point_of_interest; establishment,ChIJX9tRPbeiyzsRFxERoTx0C4M,17.3158525,78.4844584,Grid 170
Ibrahim Tutorials & Educational Teaching Center,"8FCM+PQ4, Maqbool Nagar, Chandrayangutta, Hyderabad",,point_of_interest; establishment,ChIJFRrXObCiyzsR5vAISJR9VsQ,17.321765,78.4844413,Grid 170
Basic Elements Solutions | Fire Protection Services in Hyderabad,"Plot No 16, Sai Krishna Colony, Old Bowenpally, Secunderabad",4.8,point_of_interest; establishment,ChIJ9ZQXhH2ayzsRVCGH9Eq-6uw,17.474203,78.4832576,Grid 376
Machine Tools (India) Limited,"House No 9-1-48/21/1, Plot No 13 Vyasa Bank Colony, Hasmathpet, New, Dubai Gate, Old Bowenpally, Hyderabad",5,store; point_of_interest; establishment,ChIJN32KeEeayzsRVpkZ3bmhJjw,17.4719973,78.483627,Grid 376
Ecaps Computers India Pvt Ltd,"SY NO 5,6,7,8 and 9, behind Spencer's, Hasmathpet Road, Maruti Nagar, Old Bowenpally, Hyderabad",4.5,point_of_interest; establishment,ChIJu4yoCEiayzsRvd7viQ2m1Jk,17.4714588,78.4829572,Grid 376
Dot Systems,"33, First floor, Parkview Enclave, Manovikas Nagar, Old Bowenpally, Secunderabad",5,point_of_interest; establishment,ChIJFezyo3yayzsR9pd_ZnN8kmk,17.4691807,78.485457,Grid 376
MeeSeva Center,"FF9J+GQG, Ganesh Nagar Colony, Bowenpally, Secunderabad",2.8,local_government_office; point_of_interest; establishment,ChIJ72stm3uayzsRpF6GC_q5JDE,17.4688156,78.4819576,Grid 376
Amaron service Center,"KOTA DISTRIBUTOR PVT LTD, PLOT NO -197,PART 1,NICHOLOS ROAD,TADBUND, New Bowenpally, Secunderabad",4.5,point_of_interest; establishment,ChIJVVVVynOayzsRkawUNLUdZWQ,17.4620532,78.4878939,Grid 376
Centuary Fibre Plates Private Limited,"opposite BHEL Enclave, 1st Floor, Ideal Towers, Survey No 115, opposite BHEL Enclave, Akbar Road, Tar Bund, Secunderabad",4.4,furniture_store; home_goods_store; store; point_of_interest; establishment,ChIJLfI4MxCayzsRuAXlqZ7uzBQ,17.4640523,78.4841319,Grid 376
Remedy Health Prod Private Limited,"FF7M+72M, Plot No-29, Sonali Co-operative Housing Society, Panchavati Colony, Chinna Thokkata, New Bowenpally, New Bowenpally, behind Sub-Registrar Office, Panchavati Colony, Bowenpally, Secunderabad",4,food; point_of_interest; establishment,ChIJVVVVcXqayzsRbW4eLcKjyoA,17.4631513,78.482609,Grid 376
BSNL Telephone Office,"FF7M+9CF, Trillinga Colony, Panchavati Colony, Bowenpally, Secunderabad",3.6,point_of_interest; establishment,ChIJx7shfXqayzsRvKE8HtT_8GY,17.4634415,78.4835561,Grid 376
Ideal Industrial Explosives Ltd,"opp. BHEL Enclave, 2nd Floor, Ideal Towers, Sy. No. 115, opp. BHEL Enclave, Akbar Road, Tar Bund, Secunderabad",4.5,point_of_interest; establishment,ChIJVVVVynOayzsRURRVoXTeXO8,17.4638737,78.4842833,Grid 376
Esmario Marine - Marine Service Centre,"195, Arun Khetarpal Road, Uma Nagar Colony, Sikh Village, Bowenpally, Secunderabad",4.3,store; point_of_interest; establishment,ChIJvYYoHnCayzsRFjGj8BtowsA,17.4615698,78.4872483,Grid 376
Pfeiffer Vacuum (India) Private Limited,"Bund, 25/5, Arun Khetarpal Road, Tar Bund, Secunderabad",4.4,general_contractor; point_of_interest; establishment,ChIJsdYBFRWbyzsRbJop0hg8P0w,17.4617488,78.4888688,Grid 376
ULTRA SCIENTIFICS PVT LTD,"Plot No. 92, Amar Jyoti Colony, New Bowenpally, Secunderabad",4,point_of_interest; establishment,ChIJrwJxX3eayzsR_e5-rhyddJQ,17.4620983,78.480403,Grid 376
Thyrocare Diagnostics Centre,"ASR complex, padmaja colony, beside Sub-Registarar office, Plot no.2&3, New Bowenpally, Hyderabad",3.9,health; point_of_interest; establishment,ChIJh6gsYnqayzsR4wa9VZy74No,17.4639392,78.4835631,Grid 376
Devas Unlimited (Hyderabad Center),"Plot # 9, Akbar Road, Icrisat Colony Phase 1, Bowenpally, Secunderabad",5,health; point_of_interest; establishment,ChIJscHdX3qayzsRKUb8yTvtzdQ,17.4660625,78.4846251,Grid 376
WINNER INTERNATIONAL CLIMBING SYSTEMS PVT LTD.,"Model Towers, 307, Brig Syed Road, Briged, Bowenpally, Hyderabad",1,point_of_interest; establishment,ChIJoVcPpHmayzsR_VXAVihgF5o,17.4663192,78.4829224,Grid 376
Diamond Chicken Centre,"115, Akbar Road, Bowenpally, Secunderabad",5,store; food; point_of_interest; establishment,ChIJcW_n9HqayzsRAdt9pHHJgAQ,17.4643689,78.4839262,Grid 376
VARIETY INFO SOLUTIONS,"Vanitha Cooperative Society, Plot No. 7, Bapuji Nagar Road, New Bowenpally, Secunderabad",3.9,point_of_interest; establishment,ChIJKX2JmHuayzsRJeNXuLm94LE,17.4674326,78.4831415,Grid 376
Arkin Software Technologies Private Limited,"Plot No 15, HACP-Colony, Karkhana, Secunderabad",4.3,point_of_interest; establishment,ChIJ____q0SayzsRJO71W3JZBm8,17.4605379,78.4951663,Grid 376
vPrompt eServices Private Limited,"Plot No. 68, 1, Staff Road, Diamond Point, Gunrock Enclave, Secunderabad",4.7,point_of_interest; establishment,ChIJWVEwhHyayzsRSVVLlqXFBMk,17.4601817,78.4936111,Grid 376
PACE POWER SYSTEMS PVT LTD.,"PLOT NO-64, Hyderabad Asbestos Staff Colony, Karkhana, Secunderabad",3.3,store; point_of_interest; establishment,ChIJX8YyBkKayzsR2S55czoMyeI,17.4584059,78.4979549,Grid 376
Pumax Chemicals Private Limited,"opposite Vikrampuri Colony, Plot No-50, H A C P Colony, Vikrampuri, opposite Vikrampuri Colony, Vikrampuri Colony, Secunderabad",4.8,point_of_interest; establishment,ChIJAQAAtEGayzsRsscU5jQrAfE,17.4585351,78.4987879,Grid 376
Infiniti TechLabs LLP Secunderabad office,"Plot No:62, Staff Road, Sitaram Nagar, Gunrock Enclave, Secunderabad",4.4,point_of_interest; establishment,ChIJnz17F2mayzsRFc3BUmL8njQ,17.4593621,78.4940595,Grid 376
Rubber Board Sub Office,"Plot No 25, First Floor, HACP Colony, Vikrampuri, Secunderabad",,store; point_of_interest; establishment,ChIJm51JPKiQyzsR6mJJDmfbZ9I,17.4605563,78.4951661,Grid 376
SK Cold Solutions,"Plot.No.6, Ground Floor, Janakpuri Colony, Near, Gunrock Enclave, Secunderabad",3.8,point_of_interest; establishment,ChIJ349QJ2qayzsRvOzzbk6pBu0,17.457614,78.4961431,Grid 376
Adroitec Engineering solutions Pvt.Ltd,"No.43, Ground Floor, Sai Mansion, Hyderabad Asbestos Staff Colony, Karkhana, Secunderabad",4.5,point_of_interest; establishment,ChIJsTFoHEKayzsRdxzU-7RS-9o,17.4581405,78.4988661,Grid 376
Bhagat Online Services,"Deccan Corner Apartment, beside Datta Medical Shop, Diamond Point Road, Secunderabad",4.7,store; point_of_interest; establishment,ChIJkzSwaW-ayzsR2rFs9E-tzvI,17.4623053,78.4914233,Grid 376
AV-Vision Equipments (India) (P) Ltd.,"25/4 Part, SCB 6, 22-013, Asian Paints Colony Road, Tar Bund, Secunderabad",4.2,electronics_store; home_goods_store; store; point_of_interest; establishment,ChIJkQqG2AuayzsR-8vbopnn9KE,17.4621341,78.4887902,Grid 376
S T P Limited,"Plot No-28, Chandra Nagar, Colony, Begum Peth, Rasoolpura, Secunderabad",4.2,general_contractor; store; point_of_interest; establishment,ChIJVVVVFQyayzsRrnwENbnRAms,17.4616696,78.491832,Grid 376
Delhi Rajasthan Transport Co. Ltd.,"207, Bantia Estate, Sikh Road, Secunderabad",3.3,point_of_interest; establishment,ChIJx5uw4W6ayzsRIweTmVuUSps,17.460174,78.490602,Grid 376
"LIC of India, Branch Office","Sy No.& 82/P, Jeevan Jyothi, LIC QUARTERS TELANGANA STATE, Plot No.72/P, Bowenpally Market Yard Road, GUNROCK, TRIMULGHERRY, Hyderabad",4,point_of_interest; establishment,ChIJ38_nu16ayzsRV7IYULuRIP4,17.4709824,78.5028324,Grid 376
Tez Solutions,"1-33-155, Lake Ville Extension, Tirumalagiri, Secunderabad",4.8,point_of_interest; establishment,ChIJOSDbE2CayzsRcSf8krNaMfM,17.474103,78.497045,Grid 376
"Smart One Ro Water Purifier(Sales & Services In Hyderabad & Secunderabad)Aqua fresh,Proven,Aqua DPure,Kinsco,kent,Aqua Aultra","opposite Balaji Mithai Bhandar, 122/1, Ravi Colony, Tirumalagiri, Secunderabad",4.8,point_of_interest; establishment,ChIJG-b97xuayzsR0QZ3RHL1gcY,17.4736308,78.4993539,Grid 376
OsmoChem India Private Limited,"142, Ravi Colony Road, Phase 3, Ward No 7 Secunderabad, Banjara Nagar, Tirumalagiri, Secunderabad",5,point_of_interest; establishment,ChIJB2UzVV6ayzsRuUVYc6g3Vyc,17.472521,78.5006,Grid 376
MeeSeva Center,"58, Service Point, near Bowenpally Market Yard, PLOT NO, Radha Swamy Colony, Bowenpally, Secunderabad",1.9,local_government_office; point_of_interest; establishment,ChIJgYtN0WaayzsRJ-87fiGUH_Y,17.4682635,78.4942123,Grid 376
Jesus Calls Prayer Tower,"3rd Floor, CSI Diocesan Office, opposite to Apollo Hospital, near Wesley Degree College for Girls Lane, 10-3-165, Secunderabad",4.3,place_of_worship; point_of_interest; establishment,ChIJsWDf7iWayzsRsh8N07-GXWA,17.4772562,78.4977694,Grid 376
NIMH Vocational Training Center,"FF9R+42F, Hasmatpet Road, Manovikas Nagar, Bowenpally, Secunderabad",4.6,point_of_interest; establishment,ChIJJbNucGSayzsRMrDzt9L5Nbg,17.4678204,78.4900457,Grid 376
Moksh Interactive Events India Pvt Ltd,"22, Lane Number 1, Vahini nagar, Karkhana, Secunderabad",4.8,point_of_interest; establishment,ChIJ5wkUVluayzsR5cYDRM2wDHg,17.4663331,78.494252,Grid 376
Eurochem Corporation,"2nd Floor, Plot, opp. Axis Bank, 75, Lane Number 2, Kiran Enclave, Bowenpally, Secunderabad",2,health; point_of_interest; establishment,ChIJVVVVynOayzsRUok4rrmiP_0,17.466082,78.490896,Grid 376
Hyderabad Apostille Attestation Services,"Green Park, B/5, Ameerpet, Hyderabad",4.6,point_of_interest; establishment,ChIJW1VV5WSayzsRfPaKGMaTHIk,17.466737,78.488691,Grid 376
First Flight Courier Limited,"FF8V+538, Diamond Point, Secunderabad",2.7,point_of_interest; establishment,ChIJNVAIJXKayzsRRavstItDLQU,17.4654141,78.4927054,Grid 376
Vaishnavi Plaza,"Diamond Point, Sikh Road, Sikh Village, Secunderabad",3.8,shopping_mall; point_of_interest; establishment,ChIJTSRic2aayzsRwlKU6rrCheM,17.4648966,78.4926054,Grid 376
Function Plaza,"Diamond Point, beside Karthik Enclave, Sikh Road, Sikh Village, Secunderabad",3.5,point_of_interest; establishment,ChIJvavY5GWayzsR6vgZu8ifVDc,17.4640679,78.4917109,Grid 376
nueclear health care limited,"FF8V+96P, near Spencer Super Market",,health; point_of_interest; establishment,ChIJP_VuY2aayzsRLp2u6G9sgl0,17.4659628,78.4930746,Grid 376
MCKS Pranic Healing Centre & Research Institute.,"H.No. 188, Gunrock Enclave Phase 2, Secunderabad",1,physiotherapist; health; point_of_interest; establishment,ChIJM7P0s2eayzsRvmK0xQT3_GY,17.4657071,78.4955476,Grid 376
Telebeacon Solutions Pvt Ltd,"24, No, Lane Number 1, Vahini nagar, Karkhana, Secunderabad",4.8,point_of_interest; establishment,ChIJKZDD92aayzsRHVHnHBg27tM,17.4662212,78.4943426,Grid 376
Blue Dart Express Limited,"Survey.No.154/1, Sowbhagya Nilayam, Ground Floor, Vahani Nagar, Sikh Road, Bowenpally, Secunderabad",3.4,point_of_interest; establishment,ChIJ5wluq2iayzsR8t6vv6cuw4s,17.4659906,78.4933193,Grid 376
Subham Convention Centre,"chintala laxman rao estate, Lake, near Nagole, Nagole, Hyderabad",4.5,point_of_interest; establishment,ChIJdbFfY9OYyzsRVKXA_HJyusc,17.379739,78.564037,Grid 250
VidyaRanya Counselling Center -Psychologist,"Plot no 70, Road Number 4, Venkata Ramana Colony, Nagole, Hyderabad",4.7,health; point_of_interest; establishment,ChIJcVDC69OYyzsRSXMsHAeB_OY,17.3785307,78.561587,Grid 250
SRI VENKATESHWARA SOLUTIONS,"Jaipuri Colony, Nagole, Hyderabad",4.4,point_of_interest; establishment,ChIJJ-Ou_yufyzsR4JpW7_nLiNo,17.3806595,78.5714781,Grid 250
Jasper Industries Pvt Ltd,"Plot NO.54,H.NO.2-4-136/1,Near Snehapuri X roads,Nagole, Hyderabad-500074 (Lbnagar to Uppal Road), Road Number 4, Mamatha Nagar Colony, Nagole, Hyderabad",3.7,store; point_of_interest; establishment,ChIJ9cldwdOYyzsRpxXB7--qj8E,17.3781429,78.5614977,Grid 250
A.K REAL ESTATE'S & SERVICES,"bhagayath, Uppal, Hyderabad",,general_contractor; point_of_interest; establishment,ChIJe__sncWZyzsRH5K6iakOAnc,17.3821386,78.5655644,Grid 250
JOY HEALTH CARE SERVICES,"STREET NO 9, Mamathanagar Colony Road, Hyderabad",4.8,health; point_of_interest; establishment,ChIJWcuewViZyzsRLsV9HL1RipE,17.382899,78.5655593,Grid 250
MAHARSHI Technologies,"Plot No:20, 2nd Floor, beside SBI Bank, Nagole - Bandlaguda Road, Arunodaya Nagar Colony, Nagole, Hyderabad",4.9,point_of_interest; establishment,ChIJG4Lch82ZyzsRM3iWPm6zAAU,17.3736521,78.562125,Grid 250
Muthoot Finance Ltd,"Supermarket, near More, 2-2-69/1, GSI Road, Nagole, Hyderabad",2.5,finance; point_of_interest; establishment,ChIJibjpBdGYyzsRwjdYmNH1jaU,17.3743076,78.5612939,Grid 250
"Thyrocare Diagnostic Lab | Blood Test Centre - Nagole, Hyderabad","500068, Shivani Nagar Colony, Bandlaguda, Nagole, Hyderabad",3.7,health; point_of_interest; establishment,ChIJiYQXrDOfyzsRWsJ2UKXmi74,17.3713473,78.5693583,Grid 250
David Tuition Center,"beside Reliance Fresh, X Roads, Nagole, Hyderabad",5,school; point_of_interest; establishment,ChIJ-73nodGYyzsRkBNFrYaPAe4,17.3767234,78.5589192,Grid 250
Vijay Diagnostic Center,"9HG5+GJX, Opposite Reliance Fresh, Nagole Cross Road Nagole - Bundlagudem Road, Hanuman Ga, Hanuman Gardens, Adarsh Nagar Colony, Nagole, Hyderabad",3.8,health; point_of_interest; establishment,ChIJJ9V8mNGYyzsRGhWwlQ1WQNU,17.3763536,78.5591083,Grid 250
ICL Fincorp,"83,2-4-1058, New Nagole Main Road, Samathapuri, Kothapet, Hyderabad",5,finance; point_of_interest; establishment,ChIJvby1VtCYyzsRrOYCSPlX44Y,17.3764333,78.5571327,Grid 250
Sheel Hardware Pvt Ltd,"Ground Floor, Fasijung Lane, 5-3-985&986, Nizam Shahi Road, Hyderabad",3.5,hardware_store; store; point_of_interest; establishment,ChIJa0QXeNWZyzsRqSZ3WVgqBFc,17.3720225,78.5760187,Grid 250
Water Tech Innovative Solutions,"number 12, H.No. 12-1-169/167, Sri Sai Narayana Colony Road, Last Bus stop Road, Jaipuri Colony, Nagole, Hyderabad",4.7,store; point_of_interest; establishment,ChIJPdnPSNGYyzsR-bLyiQq0OCE,17.3799822,78.572832,Grid 250
